ZIP,ZCTA
65685,65685
65764,65764
65767,65767
65783,65783
64620,64620
64636,64636
64640,64640
64642,64642
64647,64647
64648,64648
64654,64654
64670,64670
64689,64689
64422,64422
64430,64430
64469,64469
64474,64474
64490,64490
64494,64494
64497,64497
65440,65440
65501,65501
65532,65401
65541,65541
65560,65560
65608,65608
65638,65638
65755,65755
65768,65768
63821,63821
63829,63829
63837,63837
63847,63847
63852,63852
63855,63855
63857,63857
63863,63863
63875,63855
63876,63876
63880,63880
63933,63933
63013,63013
63014,63014
63015,63015
63037,63037
63039,63039
63055,63055
63056,63056
63060,63060
63061,63061
63068,63068
63069,63069
63072,63072
63073,63073
63077,63077
63079,63079
63080,63080
63084,63084
63089,63089
63090,63090
63091,63091
65014,65014
65036,65061
65041,65041
65061,65061
65062,65062
65066,65066
64402,64402
64438,64438
64453,64453
64463,64463
64489,64489
64657,64657
65604,65604
65612,65612
65619,65619
65648,65648
65738,65738
65757,65757
65765,65742
65770,65770
65781,65781
65801,65803
65802,65802
65803,65803
65804,65804
65805,65803
65806,65806
65807,65807
65808,65803
65809,65809
65810,65810
65814,65803
65817,65803
65890,65803
65897,65807
65898,65806
65899,65804
64641,64641
64652,64652
64679,64679
64683,64683
64424,64424
64426,64426
64442,64442
64458,64458
64467,64467
64471,64471
64481,64481
64632,64632
64726,64726
64735,64735
64740,64740
64770,64770
64788,64788
65323,65323
65360,65360
65634,65634
65668,65668
65724,65724
65732,65732
65735,65735
65774,65774
65779,65779
64437,64437
64451,64451
64466,64466
64470,64470
64473,64473
65230,65230
65248,65248
65250,65250
65254,65254
65274,65274
65548,65548
65626,65626
65688,65775
65775,65775
65777,65777
65788,65788
65789,65789
65790,65790
65793,65793
63620,63620
63621,63621
63623,63623
63636,63636
63650,63650
63656,63656
63663,63663
63675,63675
65439,65439
65566,65566
64002,64086
64013,64015
64014,64014
64015,64015
64016,64016
64029,64029
64030,64030
64034,64034
64050,64050
64051,64050
64052,64052
64053,64053
64054,64054
64055,64055
64056,64056
64057,64057
64058,64058
64063,64063
64064,64064
64065,64065
64066,64066
64070,64070
64075,64075
64081,64081
64082,64082
64086,64086
64088,64088
64101,64101
64102,64102
64105,64105
64106,64106
64108,64108
64109,64109
64110,64110
64111,64111
64112,64112
64113,64113
64114,64114
64120,64120
64121,64106
64123,64123
64124,64124
64125,64125
64126,64126
64127,64127
64128,64128
64129,64129
64130,64130
64131,64131
64132,64132
64133,64133
64134,64134
64136,64136
64137,64137
64138,64138
64139,64139
64141,64106
64145,64145
64146,64146
64147,64147
64148,64106
64149,64149
64170,64106
64171,64106
64179,64106
64180,64106
64184,64106
64187,64106
64188,64106
64191,64106
64196,64106
64197,64106
64198,64106
64199,64106
64999,64106
64755,64755
64801,64801
64802,64801
64803,64801
64804,64804
64830,64830
64832,64832
64833,64833
64834,64834
64835,64835
64836,64836
64841,64841
64848,64848
64849,64849
64855,64855
64857,64857
64859,64859
64862,64862
64870,64870
63010,63010
63012,63012
63016,63016
63019,63019
63020,63020
63023,63023
63028,63028
63030,63030
63041,63041
63047,63047
63048,63048
63049,63049
63050,63050
63051,63051
63052,63052
63053,63053
63057,63057
63065,63050
63066,63023
63070,63070
64019,64019
64040,64040
64061,64061
64093,64093
64733,64733
64761,64761
65305,65305
65336,65336
63446,63446
63458,63458
63460,63460
63464,63464
63531,63531
63537,63537
63547,63547
65463,65463
65470,65470
65536,65536
65543,65543
65632,65632
65722,65722
64001,64001
64011,64011
64020,64020
64021,64021
64022,64022
64037,64037
64067,64067
64071,64071
64074,64074
64076,64076
64096,64096
64097,64097
65327,65327
65605,65605
65654,65654
65664,65664
65705,65705
65707,65707
65712,65712
65723,65723
65756,65756
65769,65769
63435,63435
63438,63438
63440,63440
63447,63447
63448,63448
63452,63452
63457,63457
63473,63473
63343,63343
63347,63347
63349,63349
63362,63362
63369,63369
63370,63370
63377,63377
63379,63379
63381,63381
63387,63387
63389,63389
63557,63557
64628,64628
64630,64630
64631,64631
64651,64651
64653,64653
64658,64658
64659,64659
64674,64674
64601,64601
64635,64635
64638,64638
64656,64656
64664,64664
64686,64686
64688,64688
64831,64831
64843,64843
64847,64847
64854,64854
64856,64856
64861,64861
64863,64863
64868,64865
65730,65730
63431,63431
63530,63530
63532,63532
63534,63534
63538,63538
63539,63539
63549,63549
63552,63552
63558,63558
65247,65247
63645,63645
63655,63655
65013,65013
65443,65443
65580,65580
65582,65582
63401,63401
63454,63454
63461,63461
63463,63463
63471,63471
64661,64661
64673,64673
65017,65017
65026,65026
65047,65047
65064,65064
65075,65075
65082,65082
65083,65083
65486,65486
63820,63820
63823,63823
63834,63834
63845,63845
63881,63845
63882,63882
65018,65018
65025,65025
65034,65034
65042,65018
65046,65046
65050,65050
65055,65018
65081,65081
63456,63456
65258,65258
65263,65263
65275,65275
65282,65282
65283,65283
63333,63333
63350,63350
63351,63351
63359,63359
63361,63361
63363,63363
63384,63384
65069,65069
65011,65011
65037,65037
65038,65037
65072,65072
65078,65078
65084,65084
65329,65329
65354,65354
63828,63828
63833,63833
63848,63848
63860,63860
63862,63862
63866,63866
63867,63867
63868,63868
63869,63869
63870,63870
63873,63873
63874,63874
63878,63878
64840,64840
64842,64842
64844,64844
64850,64850
64853,64866
64858,64858
64864,64804
64865,64865
64866,64866
64867,64867
64873,64873
64423,64423
64428,64428
64431,64431
64432,64432
64433,64433
64434,64434
64445,64445
64455,64455
64457,64457
64461,64461
64468,64468
64475,64475
64476,64476
64479,64479
64487,64487
65606,65606
65690,65690
65692,65692
65778,65778
65791,65791
65001,65001
65016,65016
65024,65024
65035,65035
65048,65048
65051,65051
65054,65054
65058,65058
65085,65085
65609,65609
65618,65618
65637,65637
65655,65655
65666,65655
65676,65676
65715,65715
65729,65729
65741,65773
65760,65760
65761,65761
65762,65762
65766,65766
65773,65773
65784,65784
63826,63826
63827,63827
63830,63830
63839,63839
63840,63827
63849,63849
63851,63851
63853,63853
63877,63877
63879,63879
63732,63732
63737,63748
63746,63746
63748,63748
63775,63775
63776,63775
63783,63783
65301,65301
65302,65301
65332,65332
65333,65333
65334,65334
65337,65337
65345,65345
65350,65350
65401,65401
65402,65401
65409,65401
65436,65436
65461,65461
65462,65462
65529,65529
65550,65550
65559,65559
63330,63330
63334,63334
63336,63336
63339,63339
63344,63344
63353,63353
63433,63433
63441,63441
64018,64018
64028,64079
64079,64079
64092,64092
64098,64098
64150,64150
64151,64151
64152,64152
64153,64153
64154,64154
64163,64163
64164,64164
64168,64079
64190,64079
64195,64079
64439,64439
64444,64444
65601,65601
65613,65613
65617,65617
65640,65640
65645,65770
65649,65649
65650,65650
65663,65663
65674,65674
65710,65710
65725,65725
65727,65727
65452,65452
65457,65457
65459,65459
65473,65473
65534,65534
65556,65556
65583,65583
65584,65584
63551,63551
63565,63565
63567,63567
64655,64655
64672,64672
63436,63436
63459,63459
63462,63462
63467,63467
65239,65239
65243,65243
65244,65244
65257,65257
65259,65259
65260,65260
65270,65270
65278,65278
64017,64017
64035,64035
64036,64036
64062,64062
64077,64077
64084,64084
64085,64085
63625,63625
63629,63629
63633,63633
63638,63638
63654,63654
63665,63665
63666,63666
63931,63935
63935,63935
63939,63939
63942,63942
63953,63953
63955,63955
63301,63301
63302,63301
63303,63303
63304,63304
63332,63332
63338,63304
63341,63341
63346,63303
63348,63348
63365,63385
63366,63366
63367,63367
63368,63368
63373,63373
63376,63376
63385,63385
63386,63386
64724,64724
64738,64738
64763,64763
64776,64776
64781,64781
63627,63627
63670,63670
63673,63673
63036,63036
63087,63087
63601,63601
63624,63624
63626,63626
63628,63628
63637,63637
63640,63640
63651,63640
63653,63653
63005,63005
63006,63017
63011,63011
63017,63017
63021,63021
63022,63011
63024,63011
63025,63025
63026,63026
63031,63031
63032,63131
63033,63033
63034,63034
63038,63038
63040,63040
63042,63042
63043,63043
63044,63044
63045,63045
63074,63074
63088,63088
63099,63131
63105,63105
63114,63114
63117,63117
63119,63119
63121,63121
63122,63122
63123,63123
63124,63124
63125,63125
63126,63126
63127,63127
63128,63128
63129,63129
63130,63130
63131,63131
63132,63132
63133,63133
63134,63134
63135,63135
63136,63136
63137,63137
63138,63138
63140,63140
63141,63141
63143,63143
63144,63144
63145,63131
63146,63146
63151,63131
63167,63131
65320,65320
65321,65321
65330,65330
65339,65339
65340,65340
65344,65344
65347,65347
65349,65349
65351,65351
63535,63535
63536,63536
63541,63541
63548,63548
63561,63561
63432,63432
63442,63555
63543,63543
63555,63555
63563,63563
63736,63736
63740,63740
63742,63742
63758,63758
63767,63767
63771,63771
63774,63774
63780,63780
63784,63784
63801,63801
63824,63824
65438,65438
65466,65466
65546,65438
65588,65588
63434,63434
63437,63437
63439,63439
63443,63443
63450,63450
63451,63451
63468,63468
63469,63469
63730,63730
63735,63735
63738,63738
63822,63822
63825,63825
63841,63841
63846,63846
63850,63846
63936,63936
63960,63960
65611,65611
65624,65624
65633,65633
65656,65656
65675,65633
65681,65681
65686,65686
65728,65728
65737,65737
63544,63544
63545,63545
63556,63556
63560,63560
63566,63566
64645,64645
64646,64646
64667,64667
65614,65614
65615,65616
65616,65616
65627,65627
65653,65653
65672,65672
65673,65672
65679,65679
65680,65680
65726,65672
65731,65731
65733,65733
65739,65739
65740,65740
65744,65744
65759,65759
65771,65771
65444,65444
65464,65464
65468,65468
65479,65479
65483,65483
65484,65484
65542,65542
65552,65552
65555,65555
65557,65557
65564,65564
65570,65570
65571,65571
65589,65589
65689,65689
64728,64728
64741,64741
64750,64750
64765,64765
64767,64767
64771,64771
64772,64772
64778,64778
64783,64783
64784,64784
64790,64790
63342,63357
63357,63357
63378,63357
63380,63383
63383,63383
63390,63390
63071,63071
63622,63622
63630,63630
63631,63631
63648,63648
63660,63660
63664,63664
63674,63674
63632,63655
63763,63763
63934,63934
63944,63944
63950,63944
63951,63951
63952,63952
63956,63956
63957,63957
63964,63964
63966,63966
63967,63967
65636,65746
65644,65644
65652,65652
65706,65706
65713,65713
65742,65742
65746,65746
64420,64420
64441,64441
64456,64456
64486,64486
64499,64499
65660,65660
65662,65662
65667,65667
65702,65702
65704,65704
65711,65711
65717,65717
63101,63101
63102,63102
63103,63103
63104,63104
63106,63106
63107,63107
63108,63108
63109,63109
63110,63110
63111,63111
63112,63112
63113,63113
63115,63115
63116,63116
63118,63118
63120,63120
63139,63139
63147,63147
63150,63101
63155,63155
63156,63113
63157,63113
63158,63113
63160,63113
63163,63113
63164,63113
63166,63113
63169,63101
63171,63113
63177,63113
63178,63113
63179,63113
63180,63101
63182,63101
63188,63101
63195,63113
63197,63101
63199,63113
39120,39120
39121,39120
39122,39120
39165,39120
39190,39120
38834,38834
38835,38834
38846,38846
38865,38865
39633,39633
39638,39638
39645,39645
39664,39664
39067,39067
39090,39090
39107,39090
39108,39108
39160,39160
38603,38603
38633,38633
38647,38647
38720,38720
38725,38725
38726,38726
38730,38730
38732,38732
38733,38773
38740,38740
38746,38746
38759,38759
38762,38762
38764,38764
38769,38769
38772,38772
38773,38773
38774,38774
38781,38781
38839,38916
38878,38878
38913,38913
38914,38914
38915,38915
38916,38916
38951,38951
38955,38916
39751,39751
38917,38917
38923,38923
38943,38943
38947,38947
38954,38954
39176,39176
38850,38850
38851,38851
38860,38860
38875,38851
38877,38851
39776,39776
39735,39735
39745,39745
39772,39772
39086,39086
39144,39144
39150,39150
39330,39330
39347,39347
39355,39355
39360,39360
39363,39363
39741,39741
39754,39741
39755,39755
39773,39773
38614,38614
38617,38617
38630,38630
38631,38631
38639,38639
38644,38644
38645,38645
38669,38614
38739,38614
38767,38767
39059,39059
39077,39083
39078,39078
39083,39083
39191,39191
39119,39119
39428,39428
39479,39479
38632,38632
38637,38637
38641,38641
38651,38651
38654,38654
38671,38671
38672,38672
38680,38680
38686,38680
39401,39401
39402,39402
39403,39402
39404,39401
39406,39406
39407,39401
39425,39425
39465,39465
39630,39630
39647,39647
39653,39653
39661,39661
39452,39452
39362,39362
39451,39451
39456,39456
39461,39461
38901,38901
38902,38901
38926,38925
38929,38929
38940,38940
38960,38901
39520,39520
39521,39556
39522,39556
39525,39525
39529,39556
39556,39556
39558,39520
39572,39572
39576,39576
39501,39501
39502,39503
39503,39503
39505,39503
39506,39503
39507,39507
39530,39530
39531,39531
39532,39532
39533,39530
39534,39534
39535,39503
39540,39540
39560,39560
39571,39571
39574,39574
39041,39041
39056,39056
39058,39056
39060,39041
39066,39066
39154,39154
39170,39170
39174,39174
39175,39175
39201,39201
39202,39202
39203,39203
39204,39204
39205,39201
39206,39206
39207,39201
39209,39209
39210,39202
39211,39211
39212,39212
39213,39213
39215,39201
39216,39216
39217,39217
39225,39201
39236,39201
39250,39201
39269,39269
39271,39201
39272,39272
39282,39201
39283,39201
39284,39201
39286,39201
39289,39201
39296,39201
38924,38924
39063,39063
39079,39079
39095,39095
39146,39146
39169,39169
39192,39192
38754,38754
39038,39038
39097,39097
39115,39115
39166,39166
38745,38745
39113,39113
39177,39177
38843,38843
38847,38847
38855,38855
38858,38858
38876,38876
39552,39553
39553,39553
39555,39452
39562,39562
39563,39563
39564,39564
39565,39565
39566,39564
39567,39567
39568,39553
39569,39567
39581,39581
39595,39567
39338,39338
39348,39348
39356,39356
39366,39366
39422,39422
39439,39439
39460,39481
39481,39481
39069,39069
39081,39069
39096,39096
39668,39668
39421,39421
39427,39427
39474,39474
39436,39459
39437,39437
39440,39440
39441,39443
39442,39443
39443,39443
39459,39459
39477,39477
39480,39480
39328,39328
39352,39352
39354,39354
39358,39358
38601,38601
38655,38655
38673,38673
38675,38655
38677,38677
38685,38685
38874,38655
38949,38949
39455,39455
39475,39475
39482,39482
39301,39301
39302,39301
39303,39301
39304,39342
39305,39305
39307,39307
39309,39309
39320,39320
39325,39325
39326,39326
39335,39335
39342,39342
39364,39364
39140,39140
39641,39641
39654,39654
39656,39656
39663,39663
39665,39665
39051,39051
39094,39094
39109,39051
39171,39090
39189,39189
38801,38801
38802,38801
38803,38801
38804,38804
38824,38824
38826,38826
38849,38849
38857,38857
38862,38862
38866,38866
38868,38868
38879,38879
38930,38930
38935,38930
38941,38941
38944,38944
38945,38945
38946,38946
38952,38952
38959,38946
39601,39601
39602,39629
39603,39601
39629,39629
39662,39662
39701,39701
39702,39702
39703,39702
39704,39705
39705,39705
39710,39705
39736,39736
39743,39743
39753,39759
39766,39766
39045,39045
39046,39046
39071,39071
39110,39110
39130,39110
39157,39157
39158,39157
39163,39046
39429,39429
39478,39478
39483,39483
39643,39643
38611,38611
38634,38635
38635,38635
38642,38642
38649,38635
38659,38659
38661,38661
38679,38611
38821,38821
38825,39730
38844,38844
38848,38848
38870,38870
39730,39730
39740,39740
39746,39746
39756,39756
38925,38925
38967,38967
39747,39747
39767,39767
39350,39350
39365,39365
39057,39057
39323,39323
39327,39327
39332,39332
39336,39336
39337,39337
39345,39345
39341,39341
39361,39361
39739,39739
39759,39759
39760,39760
39762,39762
39769,39769
38606,38606
38619,38619
38620,38620
38621,38621
38658,38658
38665,38665
38666,38666
39426,39426
39457,39426
39463,39466
39466,39466
39470,39470
39423,39423
39462,39462
39464,39464
39476,39476
39632,39652
39635,39635
39648,39648
39649,39648
39652,39652
39657,39657
39666,39666
38820,38863
38841,38841
38863,38863
38864,38864
38869,38869
38871,38871
38829,38829
38856,38856
38859,38859
38880,38829
38609,38643
38622,38622
38623,38623
38628,38670
38643,38643
38646,38646
38964,38964
39042,39042
39043,39042
39047,39047
39073,39073
39145,39145
39148,39044
39151,39042
39161,39094
39167,39167
39193,39193
39208,39208
39218,39218
39232,39232
39288,39208
39298,39047
39074,39074
39080,39074
39087,39074
39092,39092
39098,39094
39117,39117
39152,39152
39359,39359
38721,38721
38765,38765
39054,39054
39061,39061
39159,39159
39044,39044
39062,39062
39082,39082
39111,39111
39114,39114
39149,39149
39116,39116
39153,39153
39168,39168
39561,39561
39573,39573
39577,39577
38736,38736
38737,38737
38738,38738
38749,38749
38751,38751
38753,38753
38761,38761
38768,38768
38771,38771
38778,38778
38920,38920
38921,38921
38927,38927
38928,38928
38950,38950
38957,38957
38958,38958
38962,38962
38963,38963
38966,38966
38602,38618
38618,38618
38638,38618
38668,38668
38610,38610
38625,38625
38629,38629
38663,38663
38674,38674
38683,38683
38827,38827
38833,38833
38838,38838
38852,38852
38873,38873
38626,38626
38664,38664
38670,38670
38676,38676
38627,38627
38650,38650
38652,38652
38828,38828
39667,39667
39156,39156
39180,39180
39181,39183
39182,39183
39183,39183
38701,38701
38702,38702
38703,38703
38704,38704
38722,38722
38723,38723
38731,38731
38744,38744
38748,38748
38756,38756
38760,38760
38776,38756
38780,38701
38782,38703
39322,39322
39324,39367
39367,39367
39737,39737
39744,39744
39750,39750
39752,39752
39771,39771
39631,39631
39669,39669
39339,39339
39346,39346
38922,38922
38948,38948
38953,38953
38961,38961
38965,38965
39039,39039
39040,39040
39088,39088
39162,39162
39173,39194
39179,39179
39194,39194
59724,59724
59725,59725
59732,59732
59736,59736
59739,59739
59746,59746
59761,59761
59762,59762
59016,59016
59022,59022
59025,59025
59031,59031
59034,59034
59035,59035
59050,59050
59066,59066
59075,59075
59089,59089
59523,59523
59526,59526
59527,59527
59529,59529
59535,59535
59542,59542
59547,59547
59641,59643
59643,59643
59644,59644
59647,59647
59007,59007
59008,59008
59013,59013
59014,59014
59026,59026
59029,59029
59041,59041
59068,59068
59070,59070
59071,59071
59311,59311
59316,59332
59319,57724
59324,59324
59332,59332
59401,59401
59402,59405
59403,59405
59404,59404
59405,59405
59406,59440
59412,59412
59414,59414
59421,59421
59443,59443
59463,59463
59465,59465
59472,59472
59477,59477
59480,59480
59483,59483
59485,59485
59487,59487
59420,59420
59440,59440
59442,59442
59446,59446
59450,59450
59460,59460
59520,59520
59301,59301
59336,59336
59338,59338
59351,59351
59222,59222
59253,59253
59263,59263
59276,59276
59259,59259
59315,59315
59330,59330
59339,59339
59711,59711
59756,59756
59313,59313
59344,59344
59354,59354
59032,59032
59418,59418
59424,59424
59430,59430
59441,59441
59451,59451
59457,59457
59464,59464
59471,59471
59489,59489
59901,59901
59903,59901
59904,59901
59911,59911
59912,59912
59913,59913
59916,59916
59919,59919
59920,59920
59921,59936
59922,59922
59925,59925
59926,59926
59927,59927
59928,59928
59932,59932
59936,59936
59937,59937
59714,59714
59715,59715
59716,59716
59717,59715
59718,59718
59719,59715
59730,59730
59741,59741
59752,59752
59758,59758
59760,59760
59771,59718
59772,59718
59058,59058
59077,59077
59318,59318
59322,59322
59337,59337
59411,59411
59417,59417
59427,59427
59434,59434
59046,59046
59074,59074
59832,59832
59837,59837
59858,59858
59501,59501
59521,59521
59525,59525
59528,59528
59530,59530
59532,59532
59540,59540
59631,59631
59632,59632
59634,59634
59638,59638
59721,59721
59759,59759
59447,59447
59452,59452
59462,59462
59469,59469
59479,59479
59821,59821
59824,59824
59855,59855
59860,59860
59863,59863
59864,59864
59865,59865
59910,59910
59914,59914
59915,59915
59929,59929
59931,59931
59410,59410
59601,59601
59602,59602
59604,59602
59620,59601
59623,59601
59624,59601
59625,59601
59626,59601
59633,59633
59635,59635
59636,59636
59639,59639
59640,59640
59648,59648
59522,59522
59531,59531
59545,59545
59917,59917
59918,59918
59923,59923
59930,59930
59933,59933
59934,59934
59935,59935
59214,59214
59215,59215
59274,59274
59710,59710
59720,59720
59729,59729
59735,59735
59740,59740
59745,59745
59747,59747
59749,59749
59751,59751
59754,59754
59755,59755
59053,59053
59642,59642
59645,59645
59820,59820
59830,59830
59842,59842
59866,59866
59867,59867
59872,59872
59801,59801
59802,59802
59803,59803
59804,59804
59806,59802
59807,59802
59808,59808
59812,59802
59823,59823
59825,59825
59826,59826
59834,59834
59846,59846
59847,59847
59851,59851
59868,59868
59054,59054
59059,59059
59072,59072
59073,59072
59018,59018
59020,59020
59027,59027
59030,59030
59047,59047
59065,59065
59081,59081
59082,59082
59086,59086
59084,59087
59087,59087
59261,59261
59524,59524
59537,59537
59538,59538
59544,59544
59546,59546
59416,59416
59425,59425
59432,59432
59448,59448
59456,59456
59486,59486
59062,59062
59314,59314
59317,59317
59343,59343
59345,59317
59713,59713
59722,59722
59728,59728
59731,59731
59733,59733
59843,59843
59854,59854
59326,59326
59341,59326
59349,59349
59827,59827
59828,59828
59829,59829
59833,59833
59835,59840
59840,59840
59841,59841
59870,59870
59871,59871
59875,59875
59217,59217
59221,59221
59243,59243
59262,59262
59270,59270
59201,59201
59212,59212
59213,59213
59218,59218
59226,59226
59242,59242
59255,59255
59003,59003
59004,59003
59012,59012
59039,59039
59043,59043
59083,59054
59312,59312
59323,59323
59327,59327
59333,59333
59347,59347
59831,59831
59844,59844
59845,59845
59848,59848
59853,59853
59856,59856
59859,59859
59873,59873
59874,59874
59211,59211
59219,59219
59247,59247
59252,59252
59254,59254
59256,59256
59257,59257
59258,59258
59275,59275
59701,59701
59702,59750
59703,59703
59707,59701
59727,59727
59743,59743
59748,59748
59750,59750
59001,59001
59019,59019
59028,59028
59057,59057
59061,59061
59063,59063
59067,59067
59069,59069
59011,59011
59033,59033
59052,59052
59055,59055
59419,59419
59422,59422
59433,59433
59436,59436
59467,59467
59468,59468
59435,59474
59444,59444
59454,59454
59461,59461
59466,59466
59474,59474
59482,59482
59484,59484
59010,59010
59038,59038
59076,59076
59223,59223
59225,59225
59230,59230
59231,59231
59240,59240
59241,59241
59244,59244
59248,59248
59250,59250
59260,59260
59273,59241
59036,59036
59078,59078
59085,59085
59453,59453
59353,59353
59002,59002
59006,59006
59015,59015
59024,59024
59037,59037
59044,59044
59064,59064
59079,59079
59088,59088
59101,59101
59102,59102
59103,59101
59104,59101
59105,59105
59106,59106
59107,59101
59108,59101
59111,59101
59112,59101
59114,59101
59115,59101
59116,59101
59117,59101
27201,27201
27202,27244
27215,27215
27216,27215
27217,27217
27244,27244
27253,27253
27258,27258
27302,27302
27340,27340
27349,27349
27359,27253
28636,28636
28678,28678
28681,28681
28623,28623
28627,28627
28663,28663
28668,28668
28675,28675
28007,28007
28091,28091
28102,28102
28119,28119
28133,28133
28135,28135
28170,28170
28615,28615
28617,28617
28626,28626
28629,28629
28631,28631
28640,28640
28643,28643
28644,28644
28672,28672
28684,28684
28693,28693
28694,28694
28604,28604
28616,28616
28622,28622
28646,28646
28652,28652
28653,28657
28657,28657
28662,28662
28664,28657
27806,27806
27808,27808
27810,27810
27814,27814
27817,27817
27821,27821
27860,27860
27865,27865
27889,27889
27805,27805
27847,27847
27849,27849
27872,27872
27924,27924
27957,27957
27967,27967
27983,27983
28320,28320
28332,28332
28337,28337
28392,28392
28399,28399
28433,28433
28434,28434
28448,28448
28404,28401
28420,28420
28422,28422
28451,28451
28452,28452
28459,28470
28461,28461
28462,28462
28465,28465
28467,28467
28468,28468
28469,28469
28470,28470
28479,28479
28701,28701
28704,28704
28709,28709
28711,28711
28715,28715
28728,28715
28730,28730
28748,28748
28757,28757
28759,28759
28770,28711
28776,28803
28778,28778
28787,28787
28801,28801
28802,28748
28803,28803
28804,28804
28805,28805
28806,28806
28810,28805
28813,28803
28814,28804
28815,28805
28816,28805
28612,28612
28619,28619
28628,28628
28637,28637
28641,28657
28647,28647
28655,28655
28666,28666
28671,28671
28680,28655
28690,28690
28025,28025
28026,28025
28027,28027
28075,28075
28081,28081
28082,28025
28083,28083
28107,28107
28124,28124
28611,28611
28630,28630
28633,28645
28638,28638
28645,28645
28661,28645
28667,28667
27921,27921
27974,27974
27976,27976
28511,28511
28512,28512
28516,28516
28520,28520
28524,28524
28528,28528
28531,28531
28553,28553
28557,28557
28570,28570
28575,28575
28577,28577
28579,28579
28581,28581
28582,28582
28589,28589
28594,28594
27212,27212
27291,27291
27305,27305
27311,27311
27314,27314
27315,27315
27379,27379
28601,28601
28602,28602
28603,28658
28609,28609
28610,28610
28613,28613
28650,28650
28658,28658
28673,28673
28682,28682
27207,27207
27208,27208
27213,27207
27228,27312
27252,27252
27256,27252
27312,27312
27344,27344
27559,27559
28781,28781
28901,28901
28903,28906
28905,28905
28906,28906
27932,27932
27980,27980
28902,28902
28904,28904
28909,28909
28017,28017
28020,28020
28038,28073
28042,28090
28073,28073
28086,28086
28089,28089
28090,28090
28114,28114
28136,28090
28150,28150
28151,28150
28152,28152
28169,28169
28423,28423
28424,28424
28430,28430
28431,28431
28432,28432
28436,28436
28438,28438
28439,28439
28442,28442
28450,28450
28455,28455
28456,28456
28463,28463
28472,28472
28519,28519
28523,28523
28526,28526
28527,28527
28532,28532
28533,28533
28560,28560
28561,28562
28562,28562
28563,28560
28564,28560
28586,28586
28301,28301
28302,28304
28303,28303
28304,28304
28305,28305
28306,28306
28307,28307
28308,28308
28309,28312
28310,28310
28311,28311
28312,28312
28314,28314
28331,28306
28342,28342
28344,28344
28348,28348
28356,28356
28390,28390
28391,28391
28395,28395
27916,27916
27917,27917
27923,27923
27927,27927
27929,27929
27939,27939
27941,27941
27947,27947
27950,27950
27956,27956
27958,27958
27964,27964
27965,27965
27966,27966
27973,27973
27915,27915
27920,27920
27936,27936
27943,27943
27948,27948
27949,27949
27953,27953
27954,27954
27959,27959
27968,27968
27972,27972
27978,27978
27981,27981
27982,27982
27239,27239
27292,27292
27293,27295
27294,27292
27295,27295
27299,27299
27351,27292
27360,27360
27361,27295
27373,27107
27374,27295
27006,27006
27014,27014
27028,27028
28325,28325
28341,28341
28349,28349
28398,28398
28453,28453
28458,28458
28464,28464
28466,28466
28508,28508
28518,28518
28521,28521
27503,27503
27572,27572
27701,27701
27702,27704
27703,27703
27704,27704
27705,27705
27706,27705
27707,27707
27708,27705
27709,27709
27710,27704
27711,27704
27712,27712
27713,27713
27715,27704
27717,27704
27722,27701
27801,27801
27802,27801
27809,27809
27819,27819
27852,27852
27864,27864
27881,27881
27886,27886
27009,27009
27010,27040
27012,27012
27023,27023
27040,27040
27045,27045
27050,27050
27051,27051
27094,27045
27098,27045
27099,27045
27101,27101
27102,27012
27103,27103
27104,27104
27105,27105
27106,27106
27107,27107
27108,27107
27109,27109
27110,27110
27111,27101
27113,27101
27114,27101
27115,27101
27116,27101
27117,27107
27120,27101
27127,27127
27130,27107
27150,27107
27152,27107
27155,27107
27157,27107
27198,27107
27199,27101
27284,27284
27285,27284
27508,27508
27525,27525
27549,27549
27596,27596
28006,28006
28012,28012
28016,28016
28021,28021
28032,28032
28034,28034
28035,28036
28052,28052
28053,28052
28054,28054
28055,28052
28056,28056
28077,28077
28098,28098
28101,28101
28120,28120
28164,28164
27926,27926
27935,27935
27937,27937
27938,27938
27946,27946
27969,27935
27979,27979
28733,28733
28771,28771
27507,27507
27509,27509
27522,27522
27527,27527
27528,27520
27565,27565
27574,27574
27581,27581
27582,27582
27888,27888
28538,28538
28554,28554
28580,28580
27214,27214
27233,27233
27235,27235
27249,27249
27260,27260
27261,27235
27262,27262
27263,27263
27264,27235
27265,27265
27268,27262
27282,27282
27283,27283
27301,27301
27310,27310
27313,27313
27342,27249
27357,27357
27358,27358
27377,27377
27401,27401
27402,27401
27403,27403
27404,27401
27405,27405
27406,27406
27407,27407
27408,27408
27409,27409
27410,27410
27411,27401
27412,27403
27413,27401
27415,27401
27416,27401
27417,27401
27419,27401
27420,27405
27425,27401
27427,27401
27429,27401
27435,27401
27438,27401
27455,27455
27495,27401
27497,27403
27498,27401
27499,27401
27823,27823
27839,27839
27843,27843
27844,27844
27850,27850
27870,27870
27874,27874
27887,27839
27890,27890
27501,27501
27506,27546
27521,27521
27543,27526
27546,27546
27552,27546
28323,28323
28334,28334
28335,28334
28339,28339
28368,27332
28716,28716
28721,28721
28738,28786
28745,28745
28751,28751
28785,28785
28786,28786
28710,28792
28724,28792
28726,28726
28727,28792
28729,28729
28731,28731
28732,28732
28735,28735
28739,28739
28742,28742
28758,28791
28760,28792
28784,28790
28790,28790
28791,28791
28792,28792
28793,28739
